ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,PRODUCTLINE,CUSTOMERNAME
10215,46,100,5152,Trucks and Buses,West Coast Collectables Co.
10228,32,100,3360,Trucks and Buses,Cambridge Collectables Co.
10245,29,100,3451,Trucks and Buses,Super Scale Inc.
10258,41,100,5453,Trucks and Buses,"Tokyo Collectables, Ltd"
10270,43,96.84,4164.12,Trucks and Buses,Souveniers And Things Co.
10280,24,100,2800.08,Trucks and Buses,Amica Models & Co.
10291,41,100,4687.94,Trucks and Buses,Scandinavian Gift Ideas
10304,46,98,4508,Trucks and Buses,Auto Assoc. & Cie.
10312,32,100,4181.44,Trucks and Buses,Mini Gifts Distributors Ltd.
10322,22,100,2251.04,Trucks and Buses,Online Diecast Creations Co.
10333,29,40.25,1167.25,Trucks and Buses,Mini Wheels Co.
10347,42,49.6,2083.2,Trucks and Buses,"Australian Collectors, Co."
10357,39,98,3822,Trucks and Buses,Mini Gifts Distributors Ltd.
10370,27,100,3911.49,Trucks and Buses,"Anna's Decorations, Ltd"
10381,48,98,4704,Trucks and Buses,Corporate Gift Ideas Co.
10391,29,85.1,2467.9,Trucks and Buses,"Anna's Decorations, Ltd"
10411,27,100,3213,Trucks and Buses,Quebec Home Shopping Network
10424,54,100,7182,Trucks and Buses,Euro Shopping Channel
10109,26,100,4379.18,Classic Cars,Motor Mint Distributors Inc.
10122,34,100,5004.8,Classic Cars,Marseille Mini Autos
10136,25,100,3644.75,Classic Cars,Alpha Cognac
10148,23,100,2702.04,Classic Cars,"Anna's Decorations, Ltd"
10161,28,100,3764.88,Classic Cars,Heintze Collectables
10171,35,100,4508,Classic Cars,Quebec Home Shopping Network
10181,44,100,5418.16,Classic Cars,Herkku Gifts
10192,22,100,3300.66,Classic Cars,Online Diecast Creations Co.
10204,42,100,6182.4,Classic Cars,Muscle Machine Inc
10212,29,100,4186.73,Classic Cars,Euro Shopping Channel
10225,32,100,4529.28,Classic Cars,"Vida Sport, Ltd"
10240,41,100,5628.89,Classic Cars,Osaka Souveniers Co.
10253,26,100,3054.48,Classic Cars,"UK Collectables, Ltd."
10266,21,100,2526.51,Classic Cars,L'ordine Souveniers
10278,34,100,4667.86,Classic Cars,Signal Gift Stores
10287,41,100,6499.32,Classic Cars,"Vida Sport, Ltd"
10301,37,100,5917.78,Classic Cars,"Norway Gifts By Mail, Co."
10310,37,100,6231.91,Classic Cars,"Toms Spezialitten, Ltd"
10321,41,100,5803.14,Classic Cars,FunGiftIdeas.com
10331,46,100,6434.02,Classic Cars,Motor Mint Distributors Inc.
10342,40,100,6454.4,Classic Cars,"Australian Collectors, Co."
10356,43,97.6,4196.8,Classic Cars,Lyon Souveniers
10365,30,87.06,2611.8,Classic Cars,Mini Creations Ltd.
10377,35,100,5895.05,Classic Cars,"Toys of Finland, Co."
10390,36,93.77,3375.72,Classic Cars,Mini Gifts Distributors Ltd.
10406,61,100,8374.69,Classic Cars,Danish Wholesale Imports
10419,38,100,4464.24,Classic Cars,Salzburg Collectables
10102,39,100,4808.31,Vintage Cars,Vitachrome Inc.
10111,33,99.66,3288.78,Vintage Cars,Mini Wheels Co.
10125,32,100,3254.72,Vintage Cars,"Australian Collectors, Co."
10139,31,100,3184.94,Vintage Cars,Souveniers And Things Co.
10149,50,100,5907.5,Vintage Cars,Signal Collectibles Ltd.
10162,48,91.44,4389.12,Vintage Cars,Corporate Gift Ideas Co.
10173,43,100,5036.16,Vintage Cars,Rovelli Gifts
10182,25,87.33,2183.25,Vintage Cars,Mini Gifts Distributors Ltd.
10193,28,100,3106.88,Vintage Cars,"Australian Collectables, Ltd"
10205,36,100,3735.72,Vintage Cars,Euro Shopping Channel
10215,27,89.38,2413.26,Vintage Cars,West Coast Collectables Co.
10227,25,100,2953.75,Vintage Cars,"Saveley & Henriot, Co."
10244,40,100,4684.8,Vintage Cars,Euro Shopping Channel
10256,34,95.55,3248.7,Vintage Cars,Danish Wholesale Imports
10280,50,100,5239.5,Vintage Cars,Amica Models & Co.
10289,38,100,4567.98,Vintage Cars,Herkku Gifts
10304,37,95.55,3535.35,Vintage Cars,Auto Assoc. & Cie.
10312,43,89.38,3843.34,Vintage Cars,Mini Gifts Distributors Ltd.
10322,43,86.3,3710.9,Vintage Cars,Online Diecast Creations Co.
10332,46,95.13,4375.98,Vintage Cars,"AV Stores, Co."
10346,42,36.11,1516.62,Vintage Cars,Signal Gift Stores
10356,50,50.18,2509,Vintage Cars,Lyon Souveniers
10369,44,100,9240.44,Vintage Cars,Collectables For Less Inc.
10380,27,93.16,2515.32,Vintage Cars,Euro Shopping Channel
10391,35,100,5548.9,Vintage Cars,"Anna's Decorations, Ltd"
10422,51,95.55,4873.05,Vintage Cars,Diecast Classics Inc.
10102,41,50.14,2055.74,Vintage Cars,Vitachrome Inc.
10111,48,49.06,2354.88,Vintage Cars,Mini Wheels Co.
10126,42,54.99,2309.58,Vintage Cars,"Corrida Auto Replicas, Ltd"
10139,49,43.13,2113.37,Vintage Cars,Souveniers And Things Co.
10149,30,58.22,1746.6,Vintage Cars,Signal Collectibles Ltd.
10162,45,51.21,2304.45,Vintage Cars,Corporate Gift Ideas Co.
10173,48,44.21,2122.08,Vintage Cars,Rovelli Gifts
10182,32,54.45,1742.4,Vintage Cars,Mini Gifts Distributors Ltd.
10193,46,53.37,2455.02,Vintage Cars,"Australian Collectables, Ltd"
10205,48,63.61,3053.28,Vintage Cars,Euro Shopping Channel
10215,33,43.13,1423.29,Vintage Cars,West Coast Collectables Co.
10227,31,48.52,1504.12,Vintage Cars,"Saveley & Henriot, Co."
10244,20,58.22,1164.4,Vintage Cars,Euro Shopping Channel
10256,29,51.75,1500.75,Vintage Cars,Danish Wholesale Imports
10280,27,57.68,1557.36,Vintage Cars,Amica Models & Co.
10289,24,56.07,1345.68,Vintage Cars,Herkku Gifts
10304,37,48.52,1795.24,Vintage Cars,Auto Assoc. & Cie.
10312,25,44.21,1105.25,Vintage Cars,Mini Gifts Distributors Ltd.
10322,41,57.68,2364.88,Vintage Cars,Online Diecast Creations Co.
10332,27,89.89,2427.03,Vintage Cars,"AV Stores, Co."
10347,21,58.95,1237.95,Vintage Cars,"Australian Collectors, Co."
10356,22,72.41,1593.02,Vintage Cars,Lyon Souveniers
10369,32,98.63,3156.16,Vintage Cars,Collectables For Less Inc.
10381,25,52.83,1320.75,Vintage Cars,Corporate Gift Ideas Co.
10391,42,100,4998,Vintage Cars,"Anna's Decorations, Ltd"
10422,25,51.75,1293.75,Vintage Cars,Diecast Classics Inc.
10110,37,100,5433.08,Classic Cars,"AV Stores, Co."
10123,26,100,3073.72,Classic Cars,Atelier graphique
10137,44,99.55,4380.2,Classic Cars,Reims Collectables
10148,47,100,5848.68,Classic Cars,"Anna's Decorations, Ltd"
10161,43,100,6153.73,Classic Cars,Heintze Collectables
10172,42,100,4965.24,Classic Cars,Gift Depot Inc.
10181,42,100,5435.64,Classic Cars,Herkku Gifts
10192,29,100,4258.36,Classic Cars,Online Diecast Creations Co.
10204,40,100,4032,Classic Cars,Muscle Machine Inc
10212,38,100,4492.36,Classic Cars,Euro Shopping Channel
10226,38,100,4161.38,Classic Cars,Collectable Mini Designs Co.
10241,21,100,2508.66,Classic Cars,Mini Caravy
10253,24,100,3374.88,Classic Cars,"UK Collectables, Ltd."
10266,36,100,5196.6,Classic Cars,L'ordine Souveniers
10278,23,100,2604.52,Classic Cars,Signal Gift Stores
10288,20,100,2936.8,Classic Cars,Handji Gifts& Co
10301,32,100,3424.64,Classic Cars,"Norway Gifts By Mail, Co."
10311,29,100,2923.2,Classic Cars,Euro Shopping Channel
10321,44,100,4489.76,Classic Cars,FunGiftIdeas.com
10331,44,100,4849.24,Classic Cars,Motor Mint Distributors Inc.
10343,36,100,5848.92,Classic Cars,Reims Collectables
10367,49,56.3,2758.7,Classic Cars,Toys4GrownUps.com
10378,34,42.64,1449.76,Classic Cars,Euro Shopping Channel
10407,59,100,7048.14,Classic Cars,The Sharp Gifts Warehouse
10419,37,100,5202.94,Classic Cars,Salzburg Collectables
10106,36,100,5279.4,Planes,Rovelli Gifts
10119,43,100,6916.12,Planes,Salzburg Collectables
10131,21,100,2781.66,Planes,Gift Ideas Corp.
10143,32,100,5248,Planes,Mini Creations Ltd.
10155,38,100,6531.44,Planes,"Toys of Finland, Co."
10167,43,100,5763.72,Planes,Scandinavian Gift Ideas
10178,42,100,6490.68,Planes,Alpha Cognac
10186,32,100,6004.8,Planes,"Double Decker Gift Stores, Ltd"
10198,42,100,7483.98,Planes,Cruz & Sons Co.
10210,31,100,5719.5,Planes,Osaka Souveniers Co.
10222,49,100,6954.08,Planes,Collectable Mini Designs Co.
10250,45,100,8160.3,Planes,The Sharp Gifts Warehouse
10262,49,100,6567.96,Planes,Euro Shopping Channel
10274,41,100,6724,Planes,Collectables For Less Inc.
10284,45,100,5747.85,Planes,"Norway Gifts By Mail, Co."
10296,36,100,5676.84,Planes,"Bavarian Collectables Imports, Co."
10307,39,100,7379.97,Planes,"Classic Gift Ideas, Inc"
10316,27,100,3704.13,Planes,giftsbymail.co.uk
10327,25,100,2804.75,Planes,Danish Wholesale Imports
10338,41,100,5624.79,Planes,Royale Belge
10351,39,99.52,3881.28,Planes,"Stylish Desk Decors, Co."
10373,28,57.55,1611.4,Planes,"Oulu Toy Supplies, Inc."
10386,25,54.57,1364.25,Planes,Euro Shopping Channel
10398,33,100,4215.09,Planes,Reims Collectables
10400,34,100,6433.82,Planes,The Sharp Gifts Warehouse
10416,24,100,4352.16,Planes,L'ordine Souveniers
10100,30,100,5151,Vintage Cars,Online Diecast Creations Co.
10110,42,100,6069,Vintage Cars,"AV Stores, Co."
10124,21,100,2856,Vintage Cars,Signal Gift Stores
10149,34,100,5375.4,Vintage Cars,Signal Collectibles Ltd.
10162,29,100,5176.5,Vintage Cars,Corporate Gift Ideas Co.
10173,24,100,3508.8,Vintage Cars,Rovelli Gifts
10182,44,100,7554.8,Vintage Cars,Mini Gifts Distributors Ltd.
10193,21,100,3141.6,Vintage Cars,"Australian Collectables, Ltd"
10204,33,100,5890.5,Vintage Cars,Muscle Machine Inc
10214,30,100,5967,Vintage Cars,"Corrida Auto Replicas, Ltd"
10227,26,100,3712.8,Vintage Cars,"Saveley & Henriot, Co."
10241,41,100,7597.3,Vintage Cars,Mini Caravy
10280,26,100,3668.6,Vintage Cars,Amica Models & Co.
10288,32,100,5875.2,Vintage Cars,Handji Gifts& Co
10302,43,100,7310,Vintage Cars,"UK Collectables, Ltd."
10312,48,100,8078.4,Vintage Cars,Mini Gifts Distributors Ltd.
10331,44,74.04,3257.76,Vintage Cars,Motor Mint Distributors Inc.
10344,45,100,7650,Vintage Cars,Marseille Mini Autos
10367,37,100,4703.81,Vintage Cars,Toys4GrownUps.com
10379,39,100,5399.55,Vintage Cars,Euro Shopping Channel
10407,76,100,14082.8,Vintage Cars,The Sharp Gifts Warehouse
10420,37,100,5283.6,Vintage Cars,Souveniers And Things Co.
10108,38,82.39,3130.82,Classic Cars,Cruz & Sons Co.
10122,43,72.38,3112.34,Classic Cars,Marseille Mini Autos
10135,48,79.31,3806.88,Classic Cars,Mini Gifts Distributors Ltd.
10147,26,82.39,2142.14,Classic Cars,Collectables For Less Inc.
10160,38,88.55,3364.9,Classic Cars,"Men 'R' US Retailers, Ltd."
10170,20,63.14,1262.8,Classic Cars,Mini Auto Werke
10181,22,73.92,1626.24,Classic Cars,Herkku Gifts
10192,45,90.86,4088.7,Classic Cars,Online Diecast Creations Co.
10203,45,85.47,3846.15,Classic Cars,Euro Shopping Channel
10212,20,66.99,1339.8,Classic Cars,Euro Shopping Channel
10225,47,64.68,3039.96,Classic Cars,"Vida Sport, Ltd"
10239,46,73.92,3400.32,Classic Cars,"Oulu Toy Supplies, Inc."
10253,23,83.93,1930.39,Classic Cars,"UK Collectables, Ltd."
10266,33,74.69,2464.77,Classic Cars,L'ordine Souveniers
10278,29,90.86,2634.94,Classic Cars,Signal Gift Stores
10287,44,82.39,3625.16,Classic Cars,"Vida Sport, Ltd"
10300,41,92.4,3788.4,Classic Cars,"Blauer See Auto, Co."
10310,20,91.63,1832.6,Classic Cars,"Toms Spezialitten, Ltd"
10321,37,78.54,2905.98,Classic Cars,FunGiftIdeas.com
10329,29,100,2954.81,Classic Cars,Land of Toys Inc.
10342,55,65.45,3599.75,Classic Cars,"Australian Collectors, Co."
10363,22,100,3686.54,Classic Cars,Suominen Souveniers
10377,31,67.76,2100.56,Classic Cars,"Toys of Finland, Co."
10389,49,79.22,3881.78,Classic Cars,Scandinavian Gift Ideas
10405,61,73.92,4509.12,Classic Cars,Mini Caravy
10419,39,83.93,3273.27,Classic Cars,Salzburg Collectables
10109,38,100,4432.7,Classic Cars,Motor Mint Distributors Inc.
10122,31,100,4100.99,Classic Cars,Marseille Mini Autos
10136,36,100,5274.72,Classic Cars,Alpha Cognac
10148,25,100,4232,Classic Cars,"Anna's Decorations, Ltd"
10161,48,100,6145.44,Classic Cars,Heintze Collectables
10171,35,100,4680.2,Classic Cars,Quebec Home Shopping Network
10181,21,100,3286.08,Classic Cars,Herkku Gifts
10192,47,100,7421.3,Classic Cars,Online Diecast Creations Co.
10204,38,100,6432.64,Classic Cars,Muscle Machine Inc
10212,41,100,4840.87,Classic Cars,Euro Shopping Channel
10226,24,100,3892.08,Classic Cars,Collectable Mini Designs Co.
10240,37,100,5526.32,Classic Cars,Osaka Souveniers Co.
10253,33,100,4459.62,Classic Cars,"UK Collectables, Ltd."
10266,49,100,6203.4,Classic Cars,L'ordine Souveniers
10278,29,100,3754.05,Classic Cars,Signal Gift Stores
10287,24,100,3516.48,Classic Cars,"Vida Sport, Ltd"
10301,47,100,7488.04,Classic Cars,"Norway Gifts By Mail, Co."
10310,24,100,3448.08,Classic Cars,"Toms Spezialitten, Ltd"
10321,25,100,3734,Classic Cars,FunGiftIdeas.com
10331,30,32.47,974.1,Classic Cars,Motor Mint Distributors Inc.
10342,22,100,3160.74,Classic Cars,"Australian Collectors, Co."
10356,27,64.69,1746.63,Classic Cars,Lyon Souveniers
10366,34,100,4207.84,Classic Cars,Royale Belge
10377,36,100,4352.76,Classic Cars,"Toys of Finland, Co."
10390,34,43.05,1463.7,Classic Cars,Mini Gifts Distributors Ltd.
10406,48,100,7169.28,Classic Cars,Danish Wholesale Imports
10419,34,100,4594.76,Classic Cars,Salzburg Collectables
10104,24,100,3457.92,Classic Cars,Euro Shopping Channel
10115,46,100,7381.16,Classic Cars,Classic Legends Inc.
10127,45,100,7146.9,Classic Cars,Muscle Machine Inc
10141,39,100,5938.53,Classic Cars,Suominen Souveniers
10151,43,100,7110.91,Classic Cars,"Oulu Toy Supplies, Inc."
10165,29,100,5032.95,Classic Cars,"Dragon Souveniers, Ltd."
10176,20,100,3667.6,Classic Cars,L'ordine Souveniers
10184,46,100,7381.16,Classic Cars,"Iberia Gift Imports, Corp."
10195,27,100,5128.11,Classic Cars,Mini Classics
10207,44,100,7060.24,Classic Cars,Diecast Collectables
10219,43,100,8448.64,Classic Cars,Signal Collectibles Ltd.
10230,49,100,7300.51,Classic Cars,"Blauer See Auto, Co."
10246,40,100,6549.2,Classic Cars,Euro Shopping Channel
10259,30,100,5697.9,Classic Cars,Handji Gifts& Co
10271,50,100,9169,Classic Cars,Mini Gifts Distributors Ltd.
10282,23,100,3238.63,Classic Cars,Mini Gifts Distributors Ltd.
10292,26,100,4554.94,Classic Cars,Land of Toys Inc.
10305,27,100,3934.44,Classic Cars,Marta's Replicas Co.
10314,42,100,5776.26,Classic Cars,Heintze Collectables
10324,47,100,7207.45,Classic Cars,Vitachrome Inc.
10336,49,100,7460.74,Classic Cars,"La Corne D'abondance, Co."
10349,38,100,6719.54,Classic Cars,Muscle Machine Inc
10358,20,100,2428,Classic Cars,Euro Shopping Channel
10371,25,100,2602.25,Classic Cars,Mini Gifts Distributors Ltd.
10382,25,88,2200,Classic Cars,Mini Gifts Distributors Ltd.
10412,41,100,6712.93,Classic Cars,Euro Shopping Channel
10425,28,100,5318.04,Classic Cars,La Rochelle Gifts
10100,50,67.8,3390,Vintage Cars,Online Diecast Creations Co.
10110,32,50.25,1608,Vintage Cars,"AV Stores, Co."
10124,42,53.88,2262.96,Vintage Cars,Signal Gift Stores
10149,24,62.36,1496.64,Vintage Cars,Signal Collectibles Ltd.
10162,27,69.62,1879.74,Vintage Cars,Corporate Gift Ideas Co.
10173,26,57.51,1495.26,Vintage Cars,Rovelli Gifts
10182,38,61.15,2323.7,Vintage Cars,Mini Gifts Distributors Ltd.
10193,42,59.33,2491.86,Vintage Cars,"Australian Collectables, Ltd"
10204,23,71.44,1643.12,Vintage Cars,Muscle Machine Inc
10214,21,62.96,1322.16,Vintage Cars,"Corrida Auto Replicas, Ltd"
10227,28,50.85,1423.8,Vintage Cars,"Saveley & Henriot, Co."
10241,33,72.65,2397.45,Vintage Cars,Mini Caravy
10280,25,62.96,1574,Vintage Cars,Amica Models & Co.
10288,28,61.75,1729,Vintage Cars,Handji Gifts& Co
10303,46,49.04,2255.84,Vintage Cars,"Iberia Gift Imports, Corp."
10312,30,61.15,1834.5,Vintage Cars,Mini Gifts Distributors Ltd.
10332,38,84.25,3201.5,Vintage Cars,"AV Stores, Co."
10344,40,56.91,2276.4,Vintage Cars,Marseille Mini Autos
10367,45,100,8884.8,Vintage Cars,Toys4GrownUps.com
10379,27,49.3,1331.1,Vintage Cars,Euro Shopping Channel
10407,42,72.65,3051.3,Vintage Cars,The Sharp Gifts Warehouse
10420,36,63.57,2288.52,Vintage Cars,Souveniers And Things Co.
10104,29,100,3772.61,Trucks and Buses,Euro Shopping Channel
10114,39,100,4164.42,Trucks and Buses,"La Corne D'abondance, Co."
10127,45,100,6295.95,Trucks and Buses,Muscle Machine Inc
10141,47,100,6287.66,Trucks and Buses,Suominen Souveniers
10151,49,100,5412.54,Trucks and Buses,"Oulu Toy Supplies, Inc."
10165,46,100,5984.14,Trucks and Buses,"Dragon Souveniers, Ltd."
10175,48,100,5891.04,Trucks and Buses,"Stylish Desk Decors, Co."
10184,46,100,5984.14,Trucks and Buses,"Iberia Gift Imports, Corp."
10195,35,100,3608.15,Trucks and Buses,Mini Classics
10207,43,100,5752.54,Trucks and Buses,Diecast Collectables
10229,26,100,3765.32,Trucks and Buses,Mini Gifts Distributors Ltd.
10246,22,98.18,2159.96,Trucks and Buses,Euro Shopping Channel
10259,34,99.41,3379.94,Trucks and Buses,Handji Gifts& Co
10271,50,100,5093.5,Trucks and Buses,Mini Gifts Distributors Ltd.
10281,48,100,5773.44,Trucks and Buses,Diecast Classics Inc.
10292,41,100,4528.86,Trucks and Buses,Land of Toys Inc.
10305,36,100,4816.08,Trucks and Buses,Marta's Replicas Co.
10313,29,100,3416.78,Trucks and Buses,Canadian Gift Exchange Network
10324,33,37.48,1236.84,Trucks and Buses,Vitachrome Inc.
10334,46,100,5814.86,Trucks and Buses,"Volvo Model Replicas, Co"
10349,38,100,5223.48,Trucks and Buses,Muscle Machine Inc
10358,20,36.42,728.4,Trucks and Buses,Euro Shopping Channel
10370,22,100,3949,Trucks and Buses,"Anna's Decorations, Ltd"
10383,27,100,3843.99,Trucks and Buses,Euro Shopping Channel
10412,56,98.18,5498.08,Trucks and Buses,Euro Shopping Channel
10425,38,99.41,3777.58,Trucks and Buses,La Rochelle Gifts
10101,25,100,3782,Vintage Cars,"Blauer See Auto, Co."
10110,33,100,3859.68,Vintage Cars,"AV Stores, Co."
10124,42,100,4431.84,Vintage Cars,Signal Gift Stores
10149,33,100,4950.33,Vintage Cars,Signal Collectibles Ltd.
10162,38,100,4299.7,Vintage Cars,Corporate Gift Ideas Co.
10173,31,100,4492.83,Vintage Cars,Rovelli Gifts
10182,20,100,2212,Vintage Cars,Mini Gifts Distributors Ltd.
10193,44,100,4642.88,Vintage Cars,"Australian Collectables, Ltd"
10204,26,100,3206.32,Vintage Cars,Muscle Machine Inc
10214,27,100,3604.23,Vintage Cars,"Corrida Auto Replicas, Ltd"
10227,46,100,7017.76,Vintage Cars,"Saveley & Henriot, Co."
10243,47,100,6154.18,Vintage Cars,Diecast Collectables
10280,37,100,4750.8,Vintage Cars,Amica Models & Co.
10288,31,100,3822.92,Vintage Cars,Handji Gifts& Co
10304,24,100,2440.8,Vintage Cars,Auto Assoc. & Cie.
10312,31,100,4729.36,Vintage Cars,Mini Gifts Distributors Ltd.
10322,50,100,12536.5,Vintage Cars,Online Diecast Creations Co.
10332,35,64.69,2264.15,Vintage Cars,"AV Stores, Co."
10344,30,100,3928.2,Vintage Cars,Marseille Mini Autos
10356,29,100,3630.22,Vintage Cars,Lyon Souveniers
10367,27,100,4196.07,Vintage Cars,Toys4GrownUps.com
10380,40,100,4931.6,Vintage Cars,Euro Shopping Channel
10390,31,98.99,3068.69,Vintage Cars,Mini Gifts Distributors Ltd.
10409,6,100,785.64,Vintage Cars,Handji Gifts& Co
10420,45,100,4977,Vintage Cars,Souveniers And Things Co.
10103,22,54.09,1189.98,Trucks and Buses,Baane Mini Imports
10114,45,68.67,3090.15,Trucks and Buses,"La Corne D'abondance, Co."
10126,43,65.02,2795.86,Trucks and Buses,"Corrida Auto Replicas, Ltd"
10140,46,61.99,2851.54,Trucks and Buses,Technics Stores Inc.
10151,39,69.28,2701.92,Trucks and Buses,"Oulu Toy Supplies, Inc."
10165,31,71.1,2204.1,Trucks and Buses,"Dragon Souveniers, Ltd."
10175,41,69.28,2840.48,Trucks and Buses,"Stylish Desk Decors, Co."
10184,44,60.16,2647.04,Trucks and Buses,"Iberia Gift Imports, Corp."
10194,45,70.49,3172.05,Trucks and Buses,"Saveley & Henriot, Co."
10207,37,69.89,2585.93,Trucks and Buses,Diecast Collectables
10217,35,61.38,2148.3,Trucks and Buses,Handji Gifts& Co
10229,28,59.55,1667.4,Trucks and Buses,Mini Gifts Distributors Ltd.
10246,30,61.99,1859.7,Trucks and Buses,Euro Shopping Channel
10259,30,49.22,1476.6,Trucks and Buses,Handji Gifts& Co
10271,25,69.28,1732,Trucks and Buses,Mini Gifts Distributors Ltd.
10281,29,57.73,1674.17,Trucks and Buses,Diecast Classics Inc.
10291,26,57.73,1500.98,Trucks and Buses,Scandinavian Gift Ideas
10305,41,53.48,2192.68,Trucks and Buses,Marta's Replicas Co.
10313,34,52.87,1797.58,Trucks and Buses,Canadian Gift Exchange Network
10322,35,61.21,2142.35,Trucks and Buses,Online Diecast Creations Co.
10334,34,61.38,2086.92,Trucks and Buses,"Volvo Model Replicas, Co"
10347,50,100,6834.5,Trucks and Buses,"Australian Collectors, Co."
10357,41,61.99,2541.59,Trucks and Buses,Mini Gifts Distributors Ltd.
10370,22,96.86,2130.92,Trucks and Buses,"Anna's Decorations, Ltd"
10381,35,48.62,1701.7,Trucks and Buses,Corporate Gift Ideas Co.
10391,44,38.5,1694,Trucks and Buses,"Anna's Decorations, Ltd"
10412,47,61.99,2913.53,Trucks and Buses,Euro Shopping Channel
10425,19,49.22,935.18,Trucks and Buses,La Rochelle Gifts
10106,34,90.39,3073.26,Planes,Rovelli Gifts
10120,29,71.81,2082.49,Planes,"Australian Collectors, Co."
10133,49,69.27,3394.23,Planes,Euro Shopping Channel
10145,30,85.32,2559.6,Planes,Toys4GrownUps.com
10168,21,70.96,1490.16,Planes,Technics Stores Inc.
10210,50,76.88,3844,Planes,Osaka Souveniers Co.
10223,47,100,4724.91,Planes,"Australian Collectors, Co."
10235,24,76.03,1824.72,Planes,"Royal Canadian Collectables, Ltd."
10250,27,98.84,2668.68,Planes,The Sharp Gifts Warehouse
10263,33,86.17,2843.61,Planes,Gift Depot Inc.
10275,35,90.39,3163.65,Planes,La Rochelle Gifts
10284,31,71.81,2226.11,Planes,"Norway Gifts By Mail, Co."
10297,25,82.79,2069.75,Planes,"Clover Collections, Co."
10308,27,82.79,2235.33,Planes,Mini Classics
10318,31,100,3116.43,Planes,Diecast Classics Inc.
10327,45,100,4781.7,Planes,Danish Wholesale Imports
10339,27,100,2810.7,Planes,"Tokyo Collectables, Ltd"
10353,27,100,3515.67,Planes,Gift Ideas Corp.
10374,42,69.27,2909.34,Planes,"Australian Gift Network, Co"
10386,21,74.77,1570.17,Planes,Euro Shopping Channel
10398,34,76.88,2613.92,Planes,Reims Collectables
10401,42,76.03,3193.26,Planes,Tekni Collectables Inc.
10416,15,98.84,1482.6,Planes,L'ordine Souveniers
10107,29,70.87,2055.23,Motorcycles,Land of Toys Inc.
10120,46,58.15,2674.9,Motorcycles,"Australian Collectors, Co."
10134,30,61.78,1853.4,Motorcycles,Lyon Souveniers
10145,30,49.67,1490.1,Motorcycles,Toys4GrownUps.com
10159,42,51.48,2162.16,Motorcycles,Corporate Gift Ideas Co.
10168,46,61.18,2814.28,Motorcycles,Technics Stores Inc.
10180,25,64.2,1605,Motorcycles,Daedalus Designs Imports
10188,32,65.42,2093.44,Motorcycles,Herkku Gifts
10201,30,64.81,1944.3,Motorcycles,Mini Wheels Co.
10210,40,49.67,1986.8,Motorcycles,Osaka Souveniers Co.
10223,28,60.57,1695.96,Motorcycles,"Australian Collectors, Co."
10236,23,55.72,1281.56,Motorcycles,Motor Mint Distributors Inc.
10251,29,61.18,1774.22,Motorcycles,Tekni Collectables Inc.
10263,34,58.75,1997.5,Motorcycles,Gift Depot Inc.
10275,37,63.6,2353.2,Motorcycles,La Rochelle Gifts
10285,20,49.06,981.2,Motorcycles,Marta's Replicas Co.
10298,32,48.46,1550.72,Motorcycles,Atelier graphique
10308,34,52.09,1771.06,Motorcycles,Mini Classics
10318,42,52.7,2213.4,Motorcycles,Diecast Classics Inc.
10329,38,100,5266.04,Motorcycles,Land of Toys Inc.
10339,30,62.16,1864.8,Motorcycles,"Tokyo Collectables, Ltd"
10362,23,49.67,1142.41,Motorcycles,Technics Stores Inc.
10374,22,53.3,1172.6,Motorcycles,"Australian Gift Network, Co"
10389,39,100,6981,Motorcycles,Scandinavian Gift Ideas
10402,55,55.72,3064.6,Motorcycles,Auto Canal Petit
10417,36,61.18,2202.48,Motorcycles,Euro Shopping Channel
10101,26,100,3773.38,Vintage Cars,"Blauer See Auto, Co."
10110,31,100,5074.39,Vintage Cars,"AV Stores, Co."
10125,34,100,6483.46,Vintage Cars,"Australian Collectors, Co."
10139,41,100,7956.46,Vintage Cars,Souveniers And Things Co.
10149,23,100,4230.62,Vintage Cars,Signal Collectibles Ltd.
10162,48,100,7209.12,Vintage Cars,Corporate Gift Ideas Co.
10173,22,100,3452.68,Vintage Cars,Rovelli Gifts
10182,21,100,3047.73,Vintage Cars,Mini Gifts Distributors Ltd.
10193,22,100,3675.32,Vintage Cars,"Australian Collectables, Ltd"
10205,40,100,7492.4,Vintage Cars,Euro Shopping Channel
10214,50,100,9534.5,Vintage Cars,"Corrida Auto Replicas, Ltd"
10227,29,100,5579.02,Vintage Cars,"Saveley & Henriot, Co."
10244,43,100,5950.34,Vintage Cars,Euro Shopping Channel
10255,24,100,3726,Vintage Cars,Mini Caravy
10280,22,100,4455,Vintage Cars,Amica Models & Co.
10289,43,100,8272.34,Vintage Cars,Herkku Gifts
10304,20,100,3577.6,Vintage Cars,Auto Assoc. & Cie.
10312,25,100,3881.25,Vintage Cars,Mini Gifts Distributors Ltd.
10322,36,100,5797.44,Vintage Cars,Online Diecast Creations Co.
10332,24,52.67,1264.08,Vintage Cars,"AV Stores, Co."
10347,21,100,4815.3,Vintage Cars,"Australian Collectors, Co."
10356,30,100,4462.2,Vintage Cars,Lyon Souveniers
10367,32,94.79,3033.28,Vintage Cars,Toys4GrownUps.com
10380,21,47.18,990.78,Vintage Cars,Euro Shopping Channel
10390,26,78.11,2030.86,Vintage Cars,Mini Gifts Distributors Ltd.
10421,35,100,5433.75,Vintage Cars,Mini Gifts Distributors Ltd.
